,ordernumber,orderdate,requireddate,shippeddate,status,comments,orderdetails,city,phone,state,country,postalCode,creditLimit,addressLine1,addressLine2,customerName,contactLastName,contactFirstName,salesRepEmployeeNumber,customerNumber
90,10186,2003-11-14,2003-11-20,2003-11-18,Shipped,They want to reevaluate their terms agreement with the VP of Sales,"[{'priceEach': 108.8, 'productCode': 'S10_4757', 'quantityOrdered': 26}, {'priceEach': 137.19, 'productCode': 'S18_1662', 'quantityOrdered': 32}, {'priceEach': 73.12, 'productCode': 'S18_3029', 'quantityOrdered': 32}, {'priceEach': 98.46, 'productCode': 'S18_3856', 'quantityOrdered': 46}, {'priceEach': 60.29, 'productCode': 'S24_2841', 'quantityOrdered': 22}, {'priceEach': 59.83, 'productCode': 'S24_3420', 'quantityOrdered': 21}, {'priceEach': 68.77, 'productCode': 'S24_3816', 'quantityOrdered': 36}, {'priceEach': 80.56, 'productCode': 'S700_2047', 'quantityOrdered': 24}, {'priceEach': 42.71, 'productCode': 'S72_1253', 'quantityOrdered': 28}]",London,(171) 555-7555,,UK,WA1 1DP,43300.0,120 Hanover Sq.,,"Double Decker Gift Stores, Ltd",Smith,Thomas ,1501.0,64
91,10187,2003-11-15,2003-11-24,2003-11-16,Shipped,,"[{'priceEach': 70.12, 'productCode': 'S18_2581', 'quantityOrdered': 45}, {'priceEach': 96.29, 'productCode': 'S24_1785', 'quantityOrdered': 46}, {'priceEach': 55.96, 'productCode': 'S24_3949', 'quantityOrdered': 43}, {'priceEach': 64.48, 'productCode': 'S24_4278', 'quantityOrdered': 33}, {'priceEach': 61.22, 'productCode': 'S32_4289', 'quantityOrdered': 31}, {'priceEach': 39.71, 'productCode': 'S50_1341', 'quantityOrdered': 41}, {'priceEach': 84.95, 'productCode': 'S700_1691', 'quantityOrdered': 34}, {'priceEach': 95.73, 'productCode': 'S700_2466', 'quantityOrdered': 44}, {'priceEach': 72.0, 'productCode': 'S700_3167', 'quantityOrdered': 34}, {'priceEach': 70.33, 'productCode': 'S700_4002', 'quantityOrdered': 44}]",Central Hong Kong,+852 2251 1555,,Hong Kong,,58600.0,Bank of China Tower,1 Garden Road,"King Kong Collectables, Co.",Gao,Mike,1621.0,65
92,10188,2003-11-18,2003-11-26,2003-11-24,Shipped,,"[{'priceEach': 95.7, 'productCode': 'S10_1678', 'quantityOrdered': 48}, {'priceEach': 111.8, 'productCode': 'S10_2016', 'quantityOrdered': 38}, {'priceEach': 182.04, 'productCode': 'S10_4698', 'quantityOrdered': 45}, {'priceEach': 52.09, 'productCode': 'S18_2625', 'quantityOrdered': 32}, {'priceEach': 95.8, 'productCode': 'S24_1578', 'quantityOrdered': 25}, {'priceEach': 61.7, 'productCode': 'S24_2000', 'quantityOrdered': 40}, {'priceEach': 81.91, 'productCode': 'S32_1374', 'quantityOrdered': 44}, {'priceEach': 96.11, 'productCode': 'S700_2834', 'quantityOrdered': 29}]",Bergen,+47 2267 3215,,Norway  ,N 5804,96800.0,Brehmen St. 121,PR 334 Sentrum,Herkku Gifts,Oeztan,Veysel,1504.0,60
93,10189,2003-11-18,2003-11-25,2003-11-24,Shipped,They want to reevaluate their terms agreement with Finance.,"[{'priceEach': 138.57, 'productCode': 'S12_2823', 'quantityOrdered': 28}]",Pasadena,6265557265,CA,USA,90003,90700.0,78934 Hillside Dr.,,Toys4GrownUps.com,Young,Julie,1166.0,39
94,10190,2003-11-19,2003-11-29,2003-11-20,Shipped,,"[{'priceEach': 58.87, 'productCode': 'S24_2360', 'quantityOrdered': 42}, {'priceEach': 38.62, 'productCode': 'S32_2206', 'quantityOrdered': 46}, {'priceEach': 89.8, 'productCode': 'S32_4485', 'quantityOrdered': 42}, {'priceEach': 67.53, 'productCode': 'S50_4713', 'quantityOrdered': 40}]",Madrid,(91) 555 94 44,,Spain,28034,227600.0,"C/ Moralzarzal, 86",,Euro+ Shopping Channel,Freyre,Diego ,1370.0,5
95,10191,2003-11-20,2003-11-30,2003-11-24,Shipped,We must be cautions with this customer. Their VP of Sales resigned. Company may be heading down.,"[{'priceEach': 155.66, 'productCode': 'S12_1099', 'quantityOrdered': 21}, {'priceEach': 104.52, 'productCode': 'S12_3380', 'quantityOrdered': 40}, {'priceEach': 70.22, 'productCode': 'S12_3990', 'quantityOrdered': 30}, {'priceEach': 75.59, 'productCode': 'S18_3278', 'quantityOrdered': 36}, {'priceEach': 119.06, 'productCode': 'S18_3482', 'quantityOrdered': 23}, {'priceEach': 60.93, 'productCode': 'S18_3782', 'quantityOrdered': 43}, {'priceEach': 136.9, 'productCode': 'S18_4721', 'quantityOrdered': 32}, {'priceEach': 53.27, 'productCode': 'S24_3371', 'quantityOrdered': 48}, {'priceEach': 77.61, 'productCode': 'S24_4620', 'quantityOrdered': 44}]",Köln,0221-5554327,,Germany,50739,120400.0,Mehrheimerstr. 369,,"Toms Spezialitäten, Ltd",Pfalzheim,Henriette ,1504.0,66
96,10221,2004-02-18,2004-02-26,2004-02-19,Shipped,,"[{'priceEach': 133.86, 'productCode': 'S18_3140', 'quantityOrdered': 33}, {'priceEach': 89.75, 'productCode': 'S18_3259', 'quantityOrdered': 23}, {'priceEach': 84.26, 'productCode': 'S18_4522', 'quantityOrdered': 39}, {'priceEach': 113.06, 'productCode': 'S24_2011', 'quantityOrdered': 49}, {'priceEach': 69.29, 'productCode': 'S700_1938', 'quantityOrdered': 23}]",Bruxelles,(02) 5554 67,,Belgium,B-1180,79900.0,Rue Joseph-Bens 532,,Petit Auto,Dewey,Catherine ,1401.0,67
97,10192,2003-11-20,2003-11-29,2003-11-25,Shipped,,"[{'priceEach': 99.04, 'productCode': 'S12_4675', 'quantityOrdered': 27}, {'priceEach': 140.12, 'productCode': 'S18_1129', 'quantityOrdered': 22}, {'priceEach': 100.8, 'productCode': 'S18_1589', 'quantityOrdered': 29}, {'priceEach': 70.84, 'productCode': 'S18_1889', 'quantityOrdered': 45}, {'priceEach': 128.03, 'productCode': 'S18_1984', 'quantityOrdered': 47}, {'priceEach': 110.88, 'productCode': 'S18_2870', 'quantityOrdered': 38}, {'priceEach': 137.17, 'productCode': 'S18_3232', 'quantityOrdered': 26}, {'priceEach': 125.74, 'productCode': 'S18_3685', 'quantityOrdered': 45}, {'priceEach': 72.02, 'productCode': 'S24_1046', 'quantityOrdered': 37}, {'priceEach': 49.3, 'productCode': 'S24_1628', 'quantityOrdered': 47}, {'priceEach': 86.33, 'productCode': 'S24_2766', 'quantityOrdered': 46}, {'priceEach': 112.74, 'productCode': 'S24_2887', 'quantityOrdered': 23}, {'priceEach': 33.23, 'productCode': 'S24_2972', 'quantityOrdered': 30}, {'priceEach': 69.34, 'productCode': 'S24_3191', 'quantityOrdered': 32}, {'priceEach': 93.16, 'productCode': 'S24_3432', 'quantityOrdered': 46}, {'priceEach': 112.34, 'productCode': 'S24_3856', 'quantityOrdered': 45}]",Nashua,6035558647,NH,USA,62005,114200.0,2304 Long Airport Avenue,,Online Diecast Creations Co.,Young,Dorothy,1216.0,1
98,10193,2003-11-21,2003-11-28,2003-11-27,Shipped,,"[{'priceEach': 92.47, 'productCode': 'S18_1342', 'quantityOrdered': 28}, {'priceEach': 46.36, 'productCode': 'S18_1367', 'quantityOrdered': 46}, {'priceEach': 153.0, 'productCode': 'S18_1749', 'quantityOrdered': 21}, {'priceEach': 60.54, 'productCode': 'S18_2248', 'quantityOrdered': 42}, {'priceEach': 115.69, 'productCode': 'S18_2325', 'quantityOrdered': 44}, {'priceEach': 143.44, 'productCode': 'S18_2795', 'quantityOrdered': 22}, {'priceEach': 87.13, 'productCode': 'S18_2949', 'quantityOrdered': 28}, {'priceEach': 53.09, 'productCode': 'S18_2957', 'quantityOrdered': 24}, {'priceEach': 97.39, 'productCode': 'S18_3136', 'quantityOrdered': 23}, {'priceEach': 79.37, 'productCode': 'S18_3320', 'quantityOrdered': 32}, {'priceEach': 92.03, 'productCode': 'S18_4409', 'quantityOrdered': 24}, {'priceEach': 66.28, 'productCode': 'S18_4933', 'quantityOrdered': 25}, {'priceEach': 32.19, 'productCode': 'S24_1937', 'quantityOrdered': 26}, {'priceEach': 44.8, 'productCode': 'S24_2022', 'quantityOrdered': 20}, {'priceEach': 38.16, 'productCode': 'S24_3969', 'quantityOrdered': 22}, {'priceEach': 92.52, 'productCode': 'S24_4258', 'quantityOrdered': 20}]",Glen Waverly,61-9-3844-6555,Victoria,Australia,3150,60300.0,7 Allen Street,,"Australian Collectables, Ltd",Clenahan,Sean,1611.0,68
99,10194,2003-11-25,2003-12-02,2003-11-26,Shipped,,"[{'priceEach': 203.59, 'productCode': 'S10_1949', 'quantityOrdered': 42}, {'priceEach': 134.44, 'productCode': 'S10_4962', 'quantityOrdered': 26}, {'priceEach': 124.37, 'productCode': 'S12_1666', 'quantityOrdered': 38}, {'priceEach': 103.84, 'productCode': 'S18_1097', 'quantityOrdered': 21}, {'priceEach': 51.05, 'productCode': 'S18_2432', 'quantityOrdered': 45}, {'priceEach': 113.82, 'productCode': 'S18_4600', 'quantityOrdered': 32}, {'priceEach': 47.79, 'productCode': 'S18_4668', 'quantityOrdered': 41}, {'priceEach': 112.46, 'productCode': 'S24_2300', 'quantityOrdered': 49}, {'priceEach': 77.05, 'productCode': 'S32_1268', 'quantityOrdered': 37}, {'priceEach': 61.41, 'productCode': 'S32_3522', 'quantityOrdered': 39}, {'priceEach': 80.92, 'productCode': 'S700_2824', 'quantityOrdered': 26}]",Lyon,78.32.5555,,France,69004,123900.0,"2, rue du Commerce",,"Saveley & Henriot, Co.",Saveley,Mary ,1337.0,69
100,10195,2003-11-25,2003-12-01,2003-11-28,Shipped,,"[{'priceEach': 118.5, 'productCode': 'S12_4473', 'quantityOrdered': 49}, {'priceEach': 139.17, 'productCode': 'S18_2238', 'quantityOrdered': 27}, {'priceEach': 112.91, 'productCode': 'S18_2319', 'quantityOrdered': 35}, {'priceEach': 150.71, 'productCode': 'S18_3232', 'quantityOrdered': 50}, {'priceEach': 54.33, 'productCode': 'S24_1444', 'quantityOrdered': 44}, {'priceEach': 31.82, 'productCode': 'S24_2840', 'quantityOrdered': 32}, {'priceEach': 95.81, 'productCode': 'S24_4048', 'quantityOrdered': 34}, {'priceEach': 51.95, 'productCode': 'S32_2509', 'quantityOrdered': 32}, {'priceEach': 59.03, 'productCode': 'S32_3207', 'quantityOrdered': 33}, {'priceEach': 97.23, 'productCode': 'S50_1392', 'quantityOrdered': 49}]",White Plains,9145554562,NY,USA,24067,102700.0,3758 North Pendale Street,,Mini Classics,Frick,Steve,1323.0,70
101,10196,2003-11-26,2003-12-03,2003-12-01,Shipped,,"[{'priceEach': 203.64, 'productCode': 'S12_1108', 'quantityOrdered': 47}, {'priceEach': 151.08, 'productCode': 'S12_3148', 'quantityOrdered': 24}, {'priceEach': 147.07, 'productCode': 'S12_3891', 'quantityOrdered': 38}, {'priceEach': 127.03, 'productCode': 'S18_3140', 'quantityOrdered': 49}, {'priceEach': 81.68, 'productCode': 'S18_3259', 'quantityOrdered': 35}, {'priceEach': 126.39, 'productCode': 'S18_4027', 'quantityOrdered': 27}, {'priceEach': 56.82, 'productCode': 'S50_1514', 'quantityOrdered': 46}, {'priceEach': 84.88, 'productCode': 'S700_1938', 'quantityOrdered': 50}]",New Haven,2035559545,CT,USA,97823,95400.0,567 North Pendale Street,,Super Scale Inc.,Murphy,Leslie,1286.0,71
102,10197,2003-11-26,2003-12-02,2003-12-01,Shipped,Customer inquired about remote controlled models and gold models.,"[{'priceEach': 118.32, 'productCode': 'S10_4757', 'quantityOrdered': 45}, {'priceEach': 83.44, 'productCode': 'S18_3029', 'quantityOrdered': 46}, {'priceEach': 85.75, 'productCode': 'S18_3856', 'quantityOrdered': 22}, {'priceEach': 78.99, 'productCode': 'S18_4522', 'quantityOrdered': 50}, {'priceEach': 109.37, 'productCode': 'S24_2011', 'quantityOrdered': 41}, {'priceEach': 83.2, 'productCode': 'S24_3151', 'quantityOrdered': 47}, {'priceEach': 67.93, 'productCode': 'S24_3816', 'quantityOrdered': 22}, {'priceEach': 60.0, 'productCode': 'S700_1138', 'quantityOrdered': 23}, {'priceEach': 78.75, 'productCode': 'S700_2047', 'quantityOrdered': 24}, {'priceEach': 66.5, 'productCode': 'S700_2610', 'quantityOrdered': 50}, {'priceEach': 100.17, 'productCode': 'S700_3505', 'quantityOrdered': 27}, {'priceEach': 88.39, 'productCode': 'S700_3962', 'quantityOrdered': 35}, {'priceEach': 39.73, 'productCode': 'S72_1253', 'quantityOrdered': 29}, {'priceEach': 48.59, 'productCode': 'S72_3212', 'quantityOrdered': 42}]",Barcelona,(93) 203 4555,,Spain,08022,60300.0,"Rambla de Cataluña, 23",,Enaco Distributors,Saavedra,Eduardo ,1702.0,20
103,10198,2003-11-27,2003-12-06,2003-12-03,Shipped,,"[{'priceEach': 149.81, 'productCode': 'S18_1662', 'quantityOrdered': 42}, {'priceEach': 60.97, 'productCode': 'S24_2841', 'quantityOrdered': 48}, {'priceEach': 61.81, 'productCode': 'S24_3420', 'quantityOrdered': 27}, {'priceEach': 65.51, 'productCode': 'S24_3949', 'quantityOrdered': 43}, {'priceEach': 94.73, 'productCode': 'S700_2466', 'quantityOrdered': 42}, {'priceEach': 74.03, 'productCode': 'S700_4002', 'quantityOrdered': 40}]",Makati City,+63 2 555 3587,,Philippines,1227 MM,81500.0,15 McCallum Street,NatWest Center #13-03,Cruz & Sons Co.,Cruz,Arnold,1621.0,10
104,10199,2003-12-01,2003-12-10,2003-12-06,Shipped,,"[{'priceEach': 37.97, 'productCode': 'S50_1341', 'quantityOrdered': 29}, {'priceEach': 81.29, 'productCode': 'S700_1691', 'quantityOrdered': 48}, {'priceEach': 70.4, 'productCode': 'S700_3167', 'quantityOrdered': 38}]",Burbank,3105553722,CA,USA,94019,55400.0,3675 Furth Circle,,West Coast Collectables Co.,Thompson,Steve,1166.0,72
105,10200,2003-12-01,2003-12-09,2003-12-06,Shipped,,"[{'priceEach': 74.34, 'productCode': 'S18_2581', 'quantityOrdered': 28}, {'priceEach': 99.57, 'productCode': 'S24_1785', 'quantityOrdered': 33}, {'priceEach': 70.28, 'productCode': 'S24_4278', 'quantityOrdered': 39}, {'priceEach': 80.91, 'productCode': 'S32_1374', 'quantityOrdered': 35}, {'priceEach': 65.35, 'productCode': 'S32_4289', 'quantityOrdered': 27}, {'priceEach': 115.09, 'productCode': 'S700_2834', 'quantityOrdered': 39}]",Central Hong Kong,+852 2251 1555,,Hong Kong,,58600.0,Bank of China Tower,1 Garden Road,"King Kong Collectables, Co.",Gao,Mike,1621.0,65
106,10201,2003-12-01,2003-12-11,2003-12-02,Shipped,,"[{'priceEach': 82.3, 'productCode': 'S10_1678', 'quantityOrdered': 22}, {'priceEach': 116.56, 'productCode': 'S10_2016', 'quantityOrdered': 24}, {'priceEach': 191.72, 'productCode': 'S10_4698', 'quantityOrdered': 49}, {'priceEach': 126.52, 'productCode': 'S12_2823', 'quantityOrdered': 25}, {'priceEach': 48.46, 'productCode': 'S18_2625', 'quantityOrdered': 30}, {'priceEach': 93.54, 'productCode': 'S24_1578', 'quantityOrdered': 39}, {'priceEach': 66.27, 'productCode': 'S24_2000', 'quantityOrdered': 25}]",San Francisco,6505555787,CA,USA,94217,64600.0,5557 North Pendale Street,,Mini Wheels Co.,Murphy,Julie,1165.0,13
107,10202,2003-12-02,2003-12-09,2003-12-06,Shipped,,"[{'priceEach': 55.33, 'productCode': 'S18_3782', 'quantityOrdered': 30}, {'priceEach': 124.99, 'productCode': 'S18_4721', 'quantityOrdered': 43}, {'priceEach': 56.1, 'productCode': 'S24_2360', 'quantityOrdered': 50}, {'priceEach': 75.18, 'productCode': 'S24_4620', 'quantityOrdered': 50}, {'priceEach': 33.39, 'productCode': 'S32_2206', 'quantityOrdered': 27}, {'priceEach': 81.64, 'productCode': 'S32_4485', 'quantityOrdered': 31}, {'priceEach': 79.73, 'productCode': 'S50_4713', 'quantityOrdered': 40}]",Auckland,64-9-3763555,,New Zealand,,77700.0,199 Great North Road,,GiftsForHim.com,MacKinlay,Wales,1612.0,73
108,10203,2003-12-02,2003-12-11,2003-12-07,Shipped,,"[{'priceEach': 161.49, 'productCode': 'S12_1099', 'quantityOrdered': 20}, {'priceEach': 111.57, 'productCode': 'S12_3380', 'quantityOrdered': 20}, {'priceEach': 63.84, 'productCode': 'S12_3990', 'quantityOrdered': 44}, {'priceEach': 115.16, 'productCode': 'S12_4675', 'quantityOrdered': 47}, {'priceEach': 73.15, 'productCode': 'S18_1889', 'quantityOrdered': 45}, {'priceEach': 157.49, 'productCode': 'S18_3232', 'quantityOrdered': 48}, {'priceEach': 66.74, 'productCode': 'S18_3278', 'quantityOrdered': 33}, {'priceEach': 127.88, 'productCode': 'S18_3482', 'quantityOrdered': 32}, {'priceEach': 33.23, 'productCode': 'S24_2972', 'quantityOrdered': 21}, {'priceEach': 56.94, 'productCode': 'S24_3371', 'quantityOrdered': 34}, {'priceEach': 140.43, 'productCode': 'S24_3856', 'quantityOrdered': 47}]",Madrid,(91) 555 94 44,,Spain,28034,227600.0,"C/ Moralzarzal, 86",,Euro+ Shopping Channel,Freyre,Diego ,1370.0,5
109,10204,2003-12-02,2003-12-10,2003-12-04,Shipped,,"[{'priceEach': 114.65, 'productCode': 'S18_1129', 'quantityOrdered': 42}, {'priceEach': 113.24, 'productCode': 'S18_1589', 'quantityOrdered': 40}, {'priceEach': 153.0, 'productCode': 'S18_1749', 'quantityOrdered': 33}, {'priceEach': 133.72, 'productCode': 'S18_1984', 'quantityOrdered': 38}, {'priceEach': 59.33, 'productCode': 'S18_2248', 'quantityOrdered': 23}, {'priceEach': 119.5, 'productCode': 'S18_2325', 'quantityOrdered': 26}, {'priceEach': 106.92, 'productCode': 'S18_2870', 'quantityOrdered': 27}, {'priceEach': 132.8, 'productCode': 'S18_3685', 'quantityOrdered': 35}, {'priceEach': 83.75, 'productCode': 'S18_4409', 'quantityOrdered': 29}, {'priceEach': 69.84, 'productCode': 'S18_4933', 'quantityOrdered': 45}, {'priceEach': 69.82, 'productCode': 'S24_1046', 'quantityOrdered': 20}, {'priceEach': 46.79, 'productCode': 'S24_1628', 'quantityOrdered': 45}, {'priceEach': 79.06, 'productCode': 'S24_2766', 'quantityOrdered': 47}, {'priceEach': 112.74, 'productCode': 'S24_2887', 'quantityOrdered': 42}, {'priceEach': 84.75, 'productCode': 'S24_3191', 'quantityOrdered': 40}, {'priceEach': 104.94, 'productCode': 'S24_3432', 'quantityOrdered': 48}, {'priceEach': 34.88, 'productCode': 'S24_3969', 'quantityOrdered': 39}]",NYC,2125557413,NY,USA,10022,138500.0,4092 Furth Circle,Suite 400,Muscle Machine Inc,Young,Jeff,1286.0,28
110,10205,2003-12-03,2003-12-09,2003-12-07,Shipped, I need all the information I can get on our competitors.,"[{'priceEach': 98.63, 'productCode': 'S18_1342', 'quantityOrdered': 36}, {'priceEach': 45.82, 'productCode': 'S18_1367', 'quantityOrdered': 48}, {'priceEach': 138.38, 'productCode': 'S18_2795', 'quantityOrdered': 40}, {'priceEach': 27.88, 'productCode': 'S24_1937', 'quantityOrdered': 32}, {'priceEach': 36.74, 'productCode': 'S24_2022', 'quantityOrdered': 24}]",Madrid,(91) 555 94 44,,Spain,28034,227600.0,"C/ Moralzarzal, 86",,Euro+ Shopping Channel,Freyre,Diego ,1370.0,5
111,10206,2003-12-05,2003-12-13,2003-12-08,Shipped,Can we renegotiate this one?,"[{'priceEach': 203.59, 'productCode': 'S10_1949', 'quantityOrdered': 47}, {'priceEach': 109.34, 'productCode': 'S12_1666', 'quantityOrdered': 28}, {'priceEach': 115.5, 'productCode': 'S18_1097', 'quantityOrdered': 34}, {'priceEach': 98.27, 'productCode': 'S18_2949', 'quantityOrdered': 37}, {'priceEach': 51.84, 'productCode': 'S18_2957', 'quantityOrdered': 28}, {'priceEach': 102.63, 'productCode': 'S18_3136', 'quantityOrdered': 30}, {'priceEach': 99.21, 'productCode': 'S18_3320', 'quantityOrdered': 28}, {'priceEach': 45.78, 'productCode': 'S18_4668', 'quantityOrdered': 21}, {'priceEach': 95.44, 'productCode': 'S24_4258', 'quantityOrdered': 33}, {'priceEach': 54.94, 'productCode': 'S32_3522', 'quantityOrdered': 36}, {'priceEach': 89.01, 'productCode': 'S700_2824', 'quantityOrdered': 33}]",Vancouver,(604) 555-3392,BC,Canada,V3F 2K1,90300.0,1900 Oak St.,,Canadian Gift Exchange Network,Tamuri,Yoshi ,1323.0,74
112,10207,2003-12-09,2003-12-17,2003-12-11,Shipped,Check on availability.,"[{'priceEach': 125.58, 'productCode': 'S10_4962', 'quantityOrdered': 31}, {'priceEach': 95.99, 'productCode': 'S12_4473', 'quantityOrdered': 34}, {'priceEach': 140.81, 'productCode': 'S18_2238', 'quantityOrdered': 44}, {'priceEach': 109.23, 'productCode': 'S18_2319', 'quantityOrdered': 43}, {'priceEach': 60.77, 'productCode': 'S18_2432', 'quantityOrdered': 37}, {'priceEach': 140.55, 'productCode': 'S18_3232', 'quantityOrdered': 25}, {'priceEach': 143.62, 'productCode': 'S18_4027', 'quantityOrdered': 40}, {'priceEach': 119.87, 'productCode': 'S18_4600', 'quantityOrdered': 47}, {'priceEach': 57.8, 'productCode': 'S24_1444', 'quantityOrdered': 49}, {'priceEach': 127.79, 'productCode': 'S24_2300', 'quantityOrdered': 46}, {'priceEach': 30.76, 'productCode': 'S24_2840', 'quantityOrdered': 42}, {'priceEach': 108.82, 'productCode': 'S24_4048', 'quantityOrdered': 28}, {'priceEach': 84.75, 'productCode': 'S32_1268', 'quantityOrdered': 49}, {'priceEach': 51.95, 'productCode': 'S32_2509', 'quantityOrdered': 27}, {'priceEach': 55.3, 'productCode': 'S32_3207', 'quantityOrdered': 45}, {'priceEach': 106.49, 'productCode': 'S50_1392', 'quantityOrdered': 28}]",Boston,6175552555,MA,USA,51003,85100.0,6251 Ingle Ln.,,Diecast Collectables,Franco,Valarie,1188.0,75
113,10222,2004-02-19,2004-02-27,2004-02-20,Shipped,,"[{'priceEach': 133.28, 'productCode': 'S10_4757', 'quantityOrdered': 49}, {'priceEach': 137.19, 'productCode': 'S18_1662', 'quantityOrdered': 49}, {'priceEach': 79.14, 'productCode': 'S18_3029', 'quantityOrdered': 49}, {'priceEach': 88.93, 'productCode': 'S18_3856', 'quantityOrdered': 45}, {'priceEach': 56.86, 'productCode': 'S24_2841', 'quantityOrdered': 32}, {'priceEach': 74.35, 'productCode': 'S24_3151', 'quantityOrdered': 47}, {'priceEach': 61.15, 'productCode': 'S24_3420', 'quantityOrdered': 43}, {'priceEach': 77.99, 'productCode': 'S24_3816', 'quantityOrdered': 46}, {'priceEach': 55.27, 'productCode': 'S24_3949', 'quantityOrdered': 48}, {'priceEach': 58.67, 'productCode': 'S700_1138', 'quantityOrdered': 31}, {'priceEach': 80.56, 'productCode': 'S700_2047', 'quantityOrdered': 26}, {'priceEach': 90.75, 'productCode': 'S700_2466', 'quantityOrdered': 37}, {'priceEach': 69.39, 'productCode': 'S700_2610', 'quantityOrdered': 36}, {'priceEach': 84.14, 'productCode': 'S700_3505', 'quantityOrdered': 38}, {'priceEach': 81.43, 'productCode': 'S700_3962', 'quantityOrdered': 31}, {'priceEach': 66.63, 'productCode': 'S700_4002', 'quantityOrdered': 43}, {'priceEach': 45.19, 'productCode': 'S72_1253', 'quantityOrdered': 31}, {'priceEach': 48.59, 'productCode': 'S72_3212', 'quantityOrdered': 36}]",San Diego,7605558146,CA,USA,91217,105000.0,361 Furth Circle,,Collectable Mini Designs Co.,Thompson,Valarie,1166.0,76
